<NMEA(GNRMC, time=19:14:19.750000, status=A, lat=43.8825089367, NS=N, lon=-72.1574241417, EW=W, spd=0.008, cog=, date=2023-09-05, mv=, mvEW=, posMode=R, navStatus=V)>000: 2447 4e52 4d43 2c31 3931 3431 392e 3735  | b'$GNRMC,191419.75' |
<NMEA(GBGSV, numMsg=1, msgNum=1, numSV=3, svid_01=20, elv_01=54.0, az_01=303, cno_01=8, svid_02=32, elv_02=60.0, az_02=76, cno_02=8, svid_03=37, elv_03=37.0, az_03=151, cno_03=9, signalID=3)>000: 2447 4247 5356 2c31 2c31 2c30 332c 3230  | b'$GBGSV,1,1,03,20' |
016: 2c35 342c 3330 332c 3038 2c33 322c 3630  | b',54,303,08,32,60' |
032: 2c30 3736 2c30 382c 3337 2c33 372c 3135  | b',076,08,37,37,15' |
048: 312c 3039 2c33 2a34 450d 0a              | b'1,09,3*4E\r\n' |
<NMEA(GNRMC, time=19:14:20, status=A, lat=43.8825089317, NS=N, lon=-72.15742415, EW=W, spd=0.008, cog=, date=2023-09-05, mv=, mvEW=, posMode=R, navStatus=V)>000: 2447 4e52 4d43 2c31 3931 3432 302e 3030  | b'$GNRMC,191420.00' |
016: 2c41 2c34 3335 322e 3935 3035 3335 392c  | b',A,4352.9505359,' |
032: 4e2c 3037 3230 392e 3434 3534 3439 302c  | b'N,07209.4454490,' |
048: 572c 302e 3030 382c 2c30 3530 3932 332c  | b'W,0.008,,050923,' |
064: 2c2c 522c 562a 3139 0d0a                 | b',,R,V*19\r\n' |
<NMEA(GNVTG, cogt=, cogtUnit=T, cogm=, cogmUnit=M, sogn=0.008, sognUnit=N, sogk=0.015, sogkUnit=K, posMode=D)>000: 2447 4e56 5447 2c2c 542c 2c4d 2c30 2e30  | b'$GNVTG,,T,,M,0.0' |
016: 3038 2c4e 2c30 2e30 3135 2c4b 2c44 2a33  | b'08,N,0.015,K,D*3' |
032: 340d 0a                                  | b'4\r\n' |
<NMEA(GNGGA, time=19:14:20, lat=43.8825089317, NS=N, lon=-72.15742415, EW=W, quality=4, numSV=12, HDOP=0.57, alt=143.565, altUnit=M, sep=-32.546, sepUnit=M, diffAge=, diffStation=0)>000: 2447 4e47 4741 2c31 3931 3432 302e 3030  | b'$GNGGA,191420.00' |
016: 2c34 3335 322e 3935 3035 3335 392c 4e2c  | b',4352.9505359,N,' |
032: 3037 3230 392e 3434 3534 3439 302c 572c  | b'07209.4454490,W,' |
048: 342c 3132 2c30 2e35 372c 3134 332e 3536  | b'4,12,0.57,143.56' |
064: 352c 4d2c 2d33 322e 3534 362c 4d2c 2c30  | b'5,M,-32.546,M,,0' |
080: 3030 302a 3736 0d0a                      | b'000*76\r\n' |
<NMEA(GNGSA, opMode=A, navMode=3, svid_01=46, svid_02=44, svid_03=24, svid_04=18, svid_05=10, svid_06=23, svid_07=15, svid_08=32, svid_09=, svid_10=, svid_11=, svid_12=, PDOP=1.03, HDOP=0.57, VDOP=0.86, systemId=1)>000: 2447 4e47 5341 2c41 2c33 2c34 362c 3434  | b'$GNGSA,A,3,46,44' |
016: 2c32 342c 3138 2c31 302c 3233 2c31 352c  | b',24,18,10,23,15,' |
032: 3332 2c2c 2c2c 2c31 2e30 332c 302e 3537  | b'32,,,,,1.03,0.57' |
048: 2c30 2e38 362c 312a 3037 0d0a            | b',0.86,1*07\r\n' |
<NMEA(GNGSA, opMode=A, navMode=3, svid_01=69, svid_02=87, svid_03=85, svid_04=80, svid_05=71, svid_06=73, svid_07=70, svid_08=79, svid_09=, svid_10=, svid_11=, svid_12=, PDOP=1.03, HDOP=0.57, VDOP=0.86, systemId=2)>000: 2447 4e47 5341 2c41 2c33 2c36 392c 3837  | b'$GNGSA,A,3,69,87' |
016: 2c38 352c 3830 2c37 312c 3733 2c37 302c  | b',85,80,71,73,70,' |
032: 3739 2c2c 2c2c 2c31 2e30 332c 302e 3537  | b'79,,,,,1.03,0.57' |
048: 2c30 2e38 362c 322a 3032 0d0a            | b',0.86,2*02\r\n' |
<NMEA(GNGSA, opMode=A, navMode=3, svid_01=36, svid_02=5, svid_03=31, svid_04=34, svid_05=4, svid_06=11, svid_07=9, svid_08=, svid_09=, svid_10=, svid_11=, svid_12=, PDOP=1.03, HDOP=0.57, VDOP=0.86, systemId=3)>000: 2447 4e47 5341 2c41 2c33 2c33 362c 3035  | b'$GNGSA,A,3,36,05' |
016: 2c33 312c 3334 2c30 342c 3131 2c30 392c  | b',31,34,04,11,09,' |
032: 2c2c 2c2c 2c31 2e30 332c 302e 3537 2c30  | b',,,,,1.03,0.57,0' |
048: 2e38 362c 332a 3035 0d0a                 | b'.86,3*05\r\n' |
<NMEA(GNGSA, opMode=A, navMode=3, svid_01=37, svid_02=25, svid_03=32, svid_04=29, svid_05=20, svid_06=23, svid_07=, svid_08=, svid_09=, svid_10=, svid_11=, svid_12=, PDOP=1.03, HDOP=0.57, VDOP=0.86, systemId=4)>000: 2447 4e47 5341 2c41 2c33 2c33 372c 3235  | b'$GNGSA,A,3,37,25' |
016: 2c33 322c 3239 2c32 302c 3233 2c2c 2c2c  | b',32,29,20,23,,,,' |
032: 2c2c 2c31 2e30 332c 302e 3537 2c30 2e38  | b',,,1.03,0.57,0.8' |
048: 362c 342a 3030 0d0a                      | b'6,4*00\r\n' |
<NMEA(GPGSV, numMsg=3, msgNum=1, numSV=11, svid_01=10, elv_01=57.0, az_01=311, cno_01=51, svid_02=12, elv_02=11.0, az_02=121, cno_02=30, svid_03=15, elv_03=26.0, az_03=73, cno_03=44, svid_04=18, elv_04=31.0, az_04=190, cno_04=44, signalID=1)>000: 2447 5047 5356 2c33 2c31 2c31 312c 3130  | b'$GPGSV,3,1,11,10' |
016: 2c35 372c 3331 312c 3531 2c31 322c 3131  | b',57,311,51,12,11' |
032: 2c31 3231 2c33 302c 3135 2c32 362c 3037  | b',121,30,15,26,07' |
048: 332c 3434 2c31 382c 3331 2c31 3930 2c34  | b'3,44,18,31,190,4' |
064: 342c 312a 3637 0d0a                      | b'4,1*67\r\n' |
<NMEA(GPGSV, numMsg=3, msgNum=2, numSV=11, svid_01=21, elv_01=5.0, az_01=328, cno_01=38, svid_02=22, elv_02=3.0, az_02=27, cno_02=35, svid_03=23, elv_03=80.0, az_03=100, cno_03=50, svid_04=24, elv_04=57.0, az_04=71, cno_04=49, signalID=1)>000: 2447 5047 5356 2c33 2c32 2c31 312c 3231  | b'$GPGSV,3,2,11,21' |
016: 2c30 352c 3332 382c 3338 2c32 322c 3033  | b',05,328,38,22,03' |
032: 2c30 3237 2c33 352c 3233 2c38 302c 3130  | b',027,35,23,80,10' |
048: 302c 3530 2c32 342c 3537 2c30 3731 2c34  | b'0,50,24,57,071,4' |
064: 392c 312a 3633 0d0a                      | b'9,1*63\r\n' |
<NMEA(GPGSV, numMsg=3, msgNum=3, numSV=11, svid_01=32, elv_01=29.0, az_01=262, cno_01=44, svid_02=44, elv_02=23.0, az_02=235, cno_02=42, svid_03=46, elv_03=15.0, az_03=246, cno_03=40, signalID=1)>000: 2447 5047 5356 2c33 2c33 2c31 312c 3332  | b'$GPGSV,3,3,11,32' |
016: 2c32 392c 3236 322c 3434 2c34 342c 3233  | b',29,262,44,44,23' |
032: 2c32 3335 2c34 322c 3436 2c31 352c 3234  | b',235,42,46,15,24' |
048: 362c 3430 2c31 2a35 390d 0a              | b'6,40,1*59\r\n' |
<NMEA(GPGSV, numMsg=2, msgNum=1, numSV=7, svid_01=10, elv_01=57.0, az_01=311, cno_01=42, svid_02=12, elv_02=11.0, az_02=121, cno_02=21, svid_03=15, elv_03=26.0, az_03=73, cno_03=37, svid_04=18, elv_04=31.0, az_04=190, cno_04=41, signalID=6)>000: 2447 5047 5356 2c32 2c31 2c30 372c 3130  | b'$GPGSV,2,1,07,10' |
016: 2c35 372c 3331 312c 3432 2c31 322c 3131  | b',57,311,42,12,11' |
032: 2c31 3231 2c32 312c 3135 2c32 362c 3037  | b',121,21,15,26,07' |
048: 332c 3337 2c31 382c 3331 2c31 3930 2c34  | b'3,37,18,31,190,4' |
064: 312c 362a 3635 0d0a                      | b'1,6*65\r\n' |
<NMEA(GPGSV, numMsg=2, msgNum=2, numSV=7, svid_01=23, elv_01=80.0, az_01=100, cno_01=46, svid_02=24, elv_02=57.0, az_02=71, cno_02=42, svid_03=32, elv_03=29.0, az_03=262, cno_03=39, signalID=6)>000: 2447 5047 5356 2c32 2c32 2c30 372c 3233  | b'$GPGSV,2,2,07,23' |
016: 2c38 302c 3130 302c 3436 2c32 342c 3537  | b',80,100,46,24,57' |
032: 2c30 3731 2c34 322c 3332 2c32 392c 3236  | b',071,42,32,29,26' |
048: 322c 3339 2c36 2a35 430d 0a              | b'2,39,6*5C\r\n' |
<NMEA(GPGSV, numMsg=1, msgNum=1, numSV=2, svid_01=8, elv_01=2.0, az_01=305, cno_01=, svid_02=27, elv_02=2.0, az_02=272, cno_02=, signalID=0)>000: 2447 5047 5356 2c31 2c31 2c30 322c 3038  | b'$GPGSV,1,1,02,08' |
016: 2c30 322c 3330 352c 2c32 372c 3032 2c32  | b',02,305,,27,02,2' |
032: 3732 2c2c 302a 3642 0d0a                 | b'72,,0*6B\r\n' |
<NMEA(GLGSV, numMsg=3, msgNum=2, numSV=10, svid_01=79, elv_01=27.0, az_01=40, cno_01=48, svid_02=80, elv_02=43.0, az_02=107, cno_02=50, svid_03=85, elv_03=28.0, az_03=229, cno_03=47, svid_04=86, elv_04=39.0, az_04=288, cno_04=48, signalID=1)>000: 2447 4c47 5356 2c33 2c32 2c31 302c 3739  | b'$GLGSV,3,2,10,79' |
016: 2c32 372c 3034 302c 3438 2c38 302c 3433  | b',27,040,48,80,43' |
032: 2c31 3037 2c35 302c 3835 2c32 382c 3232  | b',107,50,85,28,22' |
048: 392c 3437 2c38 362c 3339 2c32 3838 2c34  | b'9,47,86,39,288,4' |
064: 382c 312a 3730 0d0a                      | b'8,1*70\r\n' |
<NMEA(GLGSV, numMsg=3, msgNum=3, numSV=10, svid_01=87, elv_01=11.0, az_01=340, cno_01=41, svid_02=, elv_02=, az_02=, cno_02=47, signalID=1)>000: 2447 4c47 5356 2c33 2c33 2c31 302c 3837  | b'$GLGSV,3,3,10,87' |
016: 2c31 312c 3334 302c 3431 2c2c 2c2c 3437  | b',11,340,41,,,,47' |
032: 2c31 2a34 370d 0a                        | b',1*47\r\n' |
<NMEA(GLGSV, numMsg=2, msgNum=1, numSV=7, svid_01=69, elv_01=16.0, az_01=80, cno_01=32, svid_02=71, elv_02=36.0, az_02=298, cno_02=32, svid_03=73, elv_03=15.0, az_03=161, cno_03=32, svid_04=79, elv_04=27.0, az_04=40, cno_04=33, signalID=3)>000: 2447 4c47 5356 2c32 2c31 2c30 372c 3639  | b'$GLGSV,2,1,07,69' |
016: 2c31 362c 3038 302c 3332 2c37 312c 3336  | b',16,080,32,71,36' |
032: 2c32 3938 2c33 322c 3733 2c31 352c 3136  | b',298,32,73,15,16' |
048: 312c 3332 2c37 392c 3237 2c30 3430 2c33  | b'1,32,79,27,040,3' |
064: 332c 332a 3736 0d0a                      | b'3,3*76\r\n' |
<NMEA(GLGSV, numMsg=2, msgNum=2, numSV=7, svid_01=80, elv_01=43.0, az_01=107, cno_01=36, svid_02=85, elv_02=28.0, az_02=229, cno_02=34, svid_03=86, elv_03=39.0, az_03=288, cno_03=35, signalID=3)>000: 2447 4c47 5356 2c32 2c32 2c30 372c 3830  | b'$GLGSV,2,2,07,80' |
016: 2c34 332c 3130 372c 3336 2c38 352c 3238  | b',43,107,36,85,28' |
032: 2c32 3239 2c33 342c 3836 2c33 392c 3238  | b',229,34,86,39,28' |
048: 382c 3335 2c33 2a34 380d 0a              | b'8,35,3*48\r\n' |
<NMEA(GLGSV, numMsg=1, msgNum=1, numSV=1, svid_01=94, elv_01=5.0, az_01=33, cno_01=, signalID=0)>000: 2447 4c47 5356 2c31 2c31 2c30 312c 3934  | b'$GLGSV,1,1,01,94' |
016: 2c30 352c 3033 332c 2c30 2a34 300d 0a    | b',05,033,,0*40\r\n' |
<NMEA(GAGSV, numMsg=2, msgNum=1, numSV=7, svid_01=4, elv_01=26.0, az_01=67, cno_01=40, svid_02=5, elv_02=41.0, az_02=266, cno_02=43, svid_03=9, elv_03=74.0, az_03=24, cno_03=44, svid_04=11, elv_04=15.0, az_04=178, cno_04=33, signalID=2)>000: 2447 4147 5356 2c32 2c31 2c30 372c 3034  | b'$GAGSV,2,1,07,04' |
016: 2c32 362c 3036 372c 3430 2c30 352c 3431  | b',26,067,40,05,41' |
032: 2c32 3636 2c34 332c 3039 2c37 342c 3032  | b',266,43,09,74,02' |
048: 342c 3434 2c31 312c 3135 2c31 3738 2c33  | b'4,44,11,15,178,3' |
064: 332c 322a 3734 0d0a                      | b'3,2*74\r\n' |
<NMEA(GAGSV, numMsg=2, msgNum=2, numSV=7, svid_01=31, elv_01=19.0, az_01=111, cno_01=37, svid_02=34, elv_02=40.0, az_02=300, cno_02=43, svid_03=36, elv_03=48.0, az_03=222, cno_03=44, signalID=2)>000: 2447 4147 5356 2c32 2c32 2c30 372c 3331  | b'$GAGSV,2,2,07,31' |
016: 2c31 392c 3131 312c 3337 2c33 342c 3430  | b',19,111,37,34,40' |
032: 2c33 3030 2c34 332c 3336 2c34 382c 3232  | b',300,43,36,48,22' |
048: 322c 3434 2c32 2a34 320d 0a              | b'2,44,2*42\r\n' |
